iter	Passed	Remaining
821	11449	2479
822	11462	2465
823	11474	2450
824	11487	2436
825	11500	2422
826	11514	2408
827	11526	2394
828	11539	2380
829	11552	2366
830	11565	2352
831	11578	2337
832	11592	2324
833	11606	2310
834	11621	2296
835	11636	2282
836	11651	2269
837	11665	2255
838	11682	2241
839	11698	2228
840	11715	2214
841	11730	2201
842	11745	2187
843	11761	2173
844	11777	2160
845	11793	2146
846	11808	2133
847	11824	2119
848	11839	2105
849	11855	2092
850	11870	2078
851	11884	2064
852	11914	2053
853	11929	2039
854	11944	2025
855	11960	2012
856	11990	2000
857	12004	1986
858	12017	1972
859	12029	1958
860	12042	1944
861	12055	1930
862	12068	1915
863	12080	1901
864	12093	1887
865	12106	1873
866	12119	1859
867	12131	1844
868	12150	1831
869	12163	1817
870	12176	1803
871	12188	1789
872	12201	1775
873	12213	1760
874	12226	1746
875	12238	1732
876	12251	1718
877	12264	1704
878	12276	1689
879	12289	1675
880	12302	1661
881	12315	1647
882	12330	1633
883	12345	1620
884	12360	1606
885	12373	1592
886	12386	1577
887	12399	1563
888	12412	1549
889	12425	1535
890	12437	1521
891	12450	1507
892	12462	1493
893	12475	1479
894	12487	1465
895	12500	1450
896	12513	1436
897	12525	1422
898	12538	1408
899	12551	1394
900	12564	1380
901	12577	1366
902	12590	1352
903	12603	1338
904	12616	1324
905	12629	1310
906	12642	1296
907	12655	1282
908	12668	1268
909	12680	1254
910	12693	1240
911	12705	1225
912	12719	1211
913	12732	1198
914	12745	1184
915	12758	1170
916	12774	1156
917	12787	1142
918	12800	1128
919	12812	1114
920	12824	1100
921	12838	1086
922	12850	1072
923	12863	1058
924	12877	1044
925	12891	1030
926	12904	1016
927	12917	1002
928	12930	988
929	12942	974
930	12955	960
931	12969	946
932	12982	932
933	12996	918
934	13009	904
935	13021	890
936	13034	876
937	13047	862
938	13061	848
939	13073	834
940	13085	820
941	13099	806
942	13112	792
943	13124	778
944	13138	764
945	13150	750
946	13163	736
947	13175	722
948	13187	708
949	13200	694
950	13212	680
951	13225	666
952	13237	652
953	13262	639
954	13274	625
955	13286	611
956	13299	597
957	13311	583
958	13324	569
959	13336	555
960	13350	541
961	13363	527
962	13375	513
963	13388	499
964	13400	486
965	13413	472
966	13425	458
967	13438	444
968	13450	430
969	13463	416
970	13477	402
971	13490	388
972	13502	374
973	13515	360
974	13527	346
975	13540	332
976	13553	319
977	13565	305
978	13579	291
979	13592	277
980	13605	263
981	13618	249
982	13632	235
983	13644	221
984	13657	207
985	13669	194
986	13681	180
987	13694	166
988	13722	152
989	13735	138
990	13747	124
991	13759	110
992	13772	97
993	13785	83
994	13798	69
995	13810	55
996	13823	41
997	13835	27
998	13848	13
999	13861	0
