iter	Passed	Remaining
407	5752	8347
408	5764	8330
409	5777	8314
410	5790	8298
411	5802	8281
412	5816	8266
413	5830	8253
414	5844	8238
415	5858	8223
416	5870	8207
417	5884	8193
418	5897	8178
419	5915	8168
420	5928	8153
421	5941	8138
422	5954	8122
423	5966	8106
424	5980	8090
425	5992	8074
426	6004	8058
427	6017	8042
428	6030	8026
429	6043	8011
430	6056	7996
431	6070	7981
432	6085	7968
433	6098	7953
434	6110	7937
435	6123	7921
436	6145	7917
437	6158	7902
438	6171	7886
439	6183	7870
440	6196	7855
441	6212	7842
442	6242	7848
443	6255	7833
444	6268	7817
445	6280	7801
446	6292	7785
447	6306	7770
448	6319	7755
449	6335	7743
450	6348	7728
451	6361	7712
452	6374	7696
453	6386	7680
454	6399	7665
455	6412	7650
456	6425	7634
457	6450	7633
458	6462	7617
459	6475	7601
460	6488	7585
461	6505	7576
462	6520	7562
463	6532	7546
464	6545	7530
465	6557	7514
466	6570	7499
467	6583	7484
468	6597	7469
469	6609	7453
470	6622	7437
471	6635	7422
472	6649	7408
473	6661	7392
474	6674	7377
475	6687	7361
476	6700	7346
477	6712	7330
478	6725	7314
479	6738	7299
480	6750	7284
481	6763	7268
482	6776	7253
483	6792	7241
484	6805	7226
485	6818	7211
486	6832	7196
487	6847	7184
488	6860	7168
489	6872	7152
490	6885	7137
491	6909	7134
492	6922	7119
493	6935	7103
494	6948	7088
495	6961	7073
496	6973	7057
497	6986	7042
498	6999	7027
499	7011	7011
500	7024	6996
501	7037	6981
502	7049	6965
503	7062	6950
504	7075	6935
505	7089	6921
506	7102	6905
507	7114	6890
508	7129	6876
509	7142	6862
510	7154	6846
511	7167	6831
512	7181	6817
513	7194	6802
514	7208	6788
515	7236	6787
516	7251	6774
517	7266	6761
518	7288	6755
519	7301	6739
520	7314	6724
521	7327	6710
522	7340	6694
523	7353	6679
524	7365	6664
525	7377	6648
526	7396	6638
527	7410	6624
528	7423	6609
529	7436	6594
530	7448	6578
531	7460	6563
532	7472	6547
533	7485	6532
534	7498	6517
535	7511	6502
536	7523	6486
537	7536	6471
538	7548	6456
539	7561	6441
540	7573	6425
541	7586	6410
542	7599	6395
543	7611	6380
544	7623	6364
545	7636	6349
546	7649	6334
547	7662	6319
548	7674	6304
549	7687	6289
550	7700	6274
551	7724	6269
552	7737	6254
553	7749	6238
554	7762	6223
555	7774	6208
556	7787	6193
557	7800	6178
558	7812	6163
