iter	RMSE
864	1881.746651
865	1881.601626
866	1881.541789
867	1881.395429
868	1881.243855
869	1881.008763
870	1880.714396
871	1880.605338
872	1880.160532
873	1879.971231
874	1879.86857
875	1879.7116
876	1879.612244
877	1879.383102
878	1879.274709
879	1879.075544
880	1878.936711
881	1878.748583
882	1878.65293
883	1878.503386
884	1878.421468
885	1878.315521
886	1878.173371
887	1877.832122
888	1877.695938
889	1877.550805
890	1877.403907
891	1877.283013
892	1877.193037
893	1877.073525
894	1876.887089
895	1876.671619
896	1876.420694
897	1876.354836
898	1876.21
899	1876.071748
900	1875.95445
901	1875.769463
902	1875.613412
903	1875.509448
904	1875.248747
905	1875.145116
906	1874.982324
907	1874.834268
908	1874.660844
909	1874.572541
910	1874.345278
911	1874.209422
912	1874.023563
913	1873.834911
914	1873.668248
915	1873.534202
916	1873.284808
917	1873.073516
918	1872.981874
919	1872.881494
920	1872.571779
921	1872.419929
922	1872.250904
923	1872.126496
924	1871.925133
925	1871.766725
926	1871.552549
927	1871.440411
928	1871.342453
929	1871.267198
930	1871.184403
931	1871.078135
932	1870.972762
933	1870.732247
934	1870.490177
935	1870.34747
936	1870.169239
937	1870.003105
938	1869.840043
939	1869.680949
940	1869.440503
941	1869.341873
942	1869.179664
943	1869.060458
944	1868.921361
945	1868.779865
946	1868.675639
947	1868.589138
948	1868.512449
949	1868.388758
950	1868.256981
951	1868.041632
952	1867.946649
953	1867.819222
954	1867.686144
955	1867.577151
956	1867.421365
957	1867.317903
958	1867.163937
959	1867.046614
960	1866.968173
961	1866.857056
962	1866.663653
963	1866.568308
964	1866.451241
965	1866.346619
966	1866.098906
967	1866.020502
968	1865.852674
969	1865.688606
970	1865.599628
971	1865.455364
972	1865.299677
973	1865.213274
974	1865.080356
975	1864.986382
976	1864.776665
977	1864.632607
978	1864.441433
979	1864.326828
980	1864.189318
981	1863.959509
982	1863.877923
983	1863.766271
984	1863.677133
985	1863.625756
986	1863.496516
987	1863.306835
988	1863.081959
989	1862.970209
990	1862.778218
991	1862.581379
992	1862.466482
993	1862.347815
994	1862.259171
995	1862.073973
996	1861.90221
997	1861.824165
998	1861.690936
999	1861.616853
