iter	RMSE
0	8467.222554
1	8234.790149
2	8010.539423
3	7792.453586
4	7581.995124
5	7378.738982
6	7181.798587
7	6990.750528
8	6808.131853
9	6630.466738
10	6459.105576
11	6292.701254
12	6132.116637
13	5975.527897
14	5825.363848
15	5680.690034
16	5539.948651
17	5403.442092
18	5273.482898
19	5147.7302
20	5026.63711
21	4911.124914
22	4797.459268
23	4689.26883
24	4582.863912
25	4482.220956
26	4386.214372
27	4293.155085
28	4203.71084
29	4117.111513
30	4033.770903
31	3951.713731
32	3875.414979
33	3800.367317
34	3728.976721
35	3660.536723
36	3595.743358
37	3533.959021
38	3474.105163
39	3416.222881
40	3359.52718
41	3305.620859
42	3255.803289
43	3205.93147
44	3159.637401
45	3114.00117
46	3071.791187
47	3030.231285
48	2991.087367
49	2951.996161
50	2916.8218
51	2881.136318
52	2848.514066
53	2817.181152
54	2787.778745
55	2759.440566
56	2731.572017
57	2707.00743
58	2681.698299
59	2658.876917
60	2636.827186
61	2614.051462
62	2592.438644
63	2573.160132
64	2555.199724
65	2538.641418
66	2522.64014
67	2505.434444
68	2490.316967
69	2476.50407
70	2463.213696
71	2450.51899
72	2437.134241
73	2425.338286
74	2414.198228
75	2403.542143
76	2393.524338
77	2383.9126
78	2373.383065
79	2364.580474
80	2355.374295
81	2347.481377
82	2340.115481
83	2333.247647
84	2326.463053
85	2319.826763
86	2313.565111
87	2306.840282
88	2301.318874
89	2296.173699
90	2290.925553
91	2285.462645
92	2280.874987
93	2276.17566
94	2271.996638
95	2268.056635
96	2264.312201
97	2260.180758
98	2255.171009
99	2251.576538
100	2247.709054
101	2244.063952
102	2239.76253
103	2235.597178
104	2232.324519
105	2229.787538
106	2227.088849
107	2222.852771
108	2219.962805
109	2217.196698
110	2214.798082
111	2211.481813
112	2208.667387
113	2206.536622
114	2204.720868
115	2202.332166
116	2198.860805
117	2195.569431
118	2193.281382
119	2190.935633
120	2188.800532
121	2187.285986
122	2185.80518
123	2183.869105
124	2181.959686
125	2180.680848
126	2178.803661
127	2177.63717
128	2175.890101
129	2173.123732
130	2171.322395
131	2168.664172
132	2166.138365
133	2164.457031
134	2162.835788
135	2161.306568
136	2159.640103
137	2158.100658
138	2156.357385
139	2154.022912
140	2152.633544
